Date	Month	"HH ID"	Hse	Room	"Trap ID"	"#fem An."	"#bl An."	"#male An."	"Total An."	"#fem Culicines"	"#male Culicines"	"Total Culicines"	"Total Mosquitoes"	"data comments"
11-Jul-13	13-07	203896	1	1	2038961141466	64	1	3	67	0	0	0	67
11-Jul-13	13-07	204049	1	1	2040491141466	11	3	0	11	0	0	0	11
11-Jul-13	13-07	204065	1	1	2040651141466	57	2	0	57	0	0	0	57
11-Jul-13	13-07	204077	1	1	2040771141466	1	0	0	1	3	0	3	4
11-Jul-13	13-07	204886	1	1	2048861141466	0	0	0	0	0	0	0	0
11-Jul-13	13-07	204926	1	1	2049261141466	0	0	0	0	0	0	0	0
11-Jul-13	13-07	204998	1	1	2049981141466	0	0	0	0	0	0	0	0
11-Jul-13	13-07	205279	1	1	2052791141466	0	0	0	0	0	0	0	0
16-Jul-13	13-07	203839	1	1	2038391141471	3	1	2	5	0	0	0	5
16-Jul-13	13-07	203891	1	1	2038911141471	52	0	1	53	0	0	0	53
16-Jul-13	13-07	204029	1	1	2040291141471	47	0	0	47	0	0	0	47
17-Jul-13	13-07	203408	1	1	2034081141472	2	0	0	2	0	0	0	2
17-Jul-13	13-07	203666	1	1	2036661141472	0	0	0	0	0	0	0	0
21-Jul-13	13-07	203788	1	1	2037881141476	0	0	0	0	0	0	0	0
21-Jul-13	13-07	203796	1	1	2037961141476	0	0	0	0	0	0	0	0
22-Jul-13	13-07	203923	1	1	2039231141477	0	0	0	0	0	0	0	0
22-Jul-13	13-07	203964	1	1	2039641141477	9	0	0	9	0	0	0	9
22-Jul-13	13-07	203965	1	1	2039651141477	23	2	0	23	0	0	0	23
22-Jul-13	13-07	204033	1	1	2040331141477	48	3	1	49	0	0	0	49
22-Jul-13	13-07	204037	1	1	2040371141477	3	2	0	3	"missing Cx data"	"missing Cx data"	"missing Cx data"	"missing Cx data"	"missing Cx data"
23-Jul-13	13-07	203170	1	1	2031701141478	0	0	0	0	0	0	0	0
23-Jul-13	13-07	203185	1	1	2031851141478	0	0	0	0	0	0	0	0
23-Jul-13	13-07	203190	1	1	2031901141478	0	0	0	0	0	0	0	0
23-Jul-13	13-07	203357	1	1	2033571141478	0	0	0	0	0	0	0	0
23-Jul-13	13-07	204600	1	1	2046001141478	0	0	0	0	0	0	0	0
23-Jul-13	13-07	204672	1	1	2046721141478	2	1	0	2	0	0	0	2
21-Aug-13	13-08	203143	1	1	2031431141507	0	0	0	0	0	0	0	0
21-Aug-13	13-08	203165	1	1	2031651141507	0	0	0	0	0	0	0	0
21-Aug-13	13-08	203201	1	1	2032011141507	0	0	0	0	0	0	0	0
21-Aug-13	13-08	203586	1	1	2035861141507	8	0	0	8	0	0	0	8
21-Aug-13	13-08	203651	1	1	2036511141507	0	0	0	0	0	0	0	0
21-Aug-13	13-08	204530	1	1	2045301141507	0	0	0	0	0	0	0	0
25-Aug-13	13-08	203919	1	1	2039191141511	0	0	0	0	0	0	0	0
25-Aug-13	13-08	203925	1	1	2039251141511	0	0	0	0	0	0	0	0
25-Aug-13	13-08	203956	1	1	2039561141511	6	0	0	6	5	0	5	11
25-Aug-13	13-08	203978	1	1	2039781141511	15	1	0	15	0	0	0	15
25-Aug-13	13-08	204075	1	1	2040751141511	8	2	0	8	2	0	2	10
25-Aug-13	13-08	204095	1	1	2040951141511	0	0	0	0	0	0	0	0
25-Aug-13	13-08	204821	1	1	2048211141511	0	0	0	0	0	0	0	0
26-Aug-13	13-08	203826	1	1	2038261141512	0	0	0	0	0	0	0	0
26-Aug-13	13-08	203881	1	1	2038811141512	41	1	0	41	0	0	0	41
26-Aug-13	13-08	203900	1	1	2039001141512	16	3	2	18	0	0	0	18
26-Aug-13	13-08	204215	1	1	2042151141512	0	0	0	0	0	0	0	0
26-Aug-13	13-08	204358	1	1	2043581141512	0	0	0	0	0	0	0	0
26-Aug-13	13-08	204497	1	1	2044971141512	0	0	0	0	0	0	0	0
26-Aug-13	13-08	205342	1	1	2053421141512	0	0	0	0	0	0	0	0
27-Aug-13	13-08	203026	1	1	2030261141513	17	0	0	17	0	0	0	17
27-Aug-13	13-08	203576	1	1	2035761141513	16	3	0	16	0	0	0	16
27-Aug-13	13-08	203801	1	1	2038011141513	0	0	0	0	0	0	0	0
27-Aug-13	13-08	205039	1	1	2050391141513	0	0	0	0	0	0	0	0
27-Aug-13	13-08	205220	1	1	2052201141513	0	0	0	0	0	0	0	0
